Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Ankole,Kazo District,40.0,30.0,70.0,17971.0,14527.0,32498.0,19758.0,12027.0,31785.0,8279.0,6960.0,15239.0,5705.0,5008.0,10713.0,40.0,30.0,70.0,17925.0,14485.0,32410.0,19663.0,11947.0,31610.0,5676.0,4981.0,10657.0,8254.0,6937.0,15191.0,89938.0,40.0,29.0,69.0,17582.0,14152.0,31734.0,19314.0,11750.0,31064.0,5544.0,24754.0,30298.0,8110.0,6824.0,14934.0,201.0,738.0,939.0,51753.0,38552.0,90305.0,5745.0,5038.0,10783.0,1558.0,202101.052,129.7182619,0.3576,32.5571,2022,445.01500170320736,129.71826187419768
Bunyoro,Kibaale District,40.0,25.0,65.0,5715.0,4187.0,9902.0,8340.0,5081.0,13421.0,3081.0,2637.0,5718.0,4837.0,4555.0,9392.0,27.0,14.0,41.0,5374.0,3930.0,9304.0,7050.0,4286.0,11336.0,4348.0,4084.0,8432.0,2841.0,2446.0,5287.0,34400.0,28.0,13.0,41.0,5176.0,3810.0,8986.0,7691.0,4267.0,11958.0,4296.0,13494.0,17790.0,2799.0,2379.0,5178.0,605.0,1821.0,2426.0,22013.0,16485.0,38498.0,4877.0,4580.0,9457.0,1153.0,214072.0462,185.6652612,0.8088,31.0335,2022,160.69356373536638,185.66526123156981
North Central,Kiboga District,8.0,3.0,11.0,11234.0,9614.0,20848.0,15956.0,11957.0,27913.0,6491.0,5960.0,12451.0,6829.0,6819.0,13648.0,8.0,3.0,11.0,11149.0,9484.0,20633.0,15824.0,11863.0,27687.0,6728.0,6701.0,13429.0,6289.0,5829.0,12118.0,73878.0,8.0,3.0,11.0,11185.0,9217.0,20402.0,15458.0,11615.0,27073.0,6569.0,25928.0,32497.0,6119.0,5686.0,11805.0,223.0,703.0,926.0,40518.0,34353.0,74871.0,6837.0,6822.0,13659.0,1586.0,175640.5774,110.7443741,0.8658,31.9473,2022,420.6203435083902,110.74437414880202
Bukedi,Kibuku District,23.0,14.0,37.0,38466.0,20760.0,59226.0,49529.0,12537.0,62066.0,30158.0,23841.0,53999.0,41573.0,37032.0,78605.0,23.0,14.0,37.0,38017.0,20473.0,58490.0,49084.0,12272.0,61356.0,41071.0,36627.0,77698.0,29787.0,23496.0,53283.0,250864.0,23.0,14.0,37.0,38331.0,20663.0,58994.0,49370.0,12345.0,61715.0,41394.0,98750.0,140144.0,30056.0,23730.0,53786.0,1950.0,4505.0,6455.0,159749.0,94184.0,253933.0,41596.0,37046.0,78642.0,484.0,239143.584,494.0983141,1.0453,33.7993,2022,1049.009953785756,494.0983140495868
Kigezi,Kigezi,54.0,25.0,79.0,26683.0,23947.0,50630.0,39249.0,30558.0,69807.0,12663.0,11478.0,24141.0,13085.0,11670.0,24755.0,32.0,24.0,56.0,25675.0,23021.0,48696.0,36776.0,29013.0,65789.0,12159.0,10890.0,23049.0,12027.0,10909.0,22936.0,160526.0,21.0,13.0,34.0,24531.0,22318.0,46849.0,35323.0,28078.0,63401.0,11634.0,55338.0,66972.0,11550.0,10437.0,21987.0,374.0,1309.0,1683.0,91734.0,77678.0,169412.0,13139.0,11695.0,24834.0,4993.0,1696356.324,339.7469105,0.2667,31.6167,2022,94.62988272504003,339.74691047466456
Bunyoro,Kikuube District,25.0,25.0,50.0,26944.0,17337.0,44281.0,32837.0,16865.0,49702.0,15900.0,13140.0,29040.0,27180.0,26223.0,53403.0,24.0,24.0,48.0,25991.0,16645.0,42636.0,31783.0,16145.0,47928.0,26560.0,25949.0,52509.0,18688.0,12857.0,31545.0,174666.0,23.0,37.0,60.0,25906.0,17011.0,42917.0,30986.0,15734.0,46720.0,26492.0,71222.0,97714.0,15571.0,12783.0,28354.0,1327.0,3374.0,4701.0,102886.0,73590.0,176476.0,27205.0,26248.0,53453.0,2098.0,353885.3585,168.6774826,1.2375,30.9876,2022,493.56661925870554,168.67748260247853
Ankole,Kiruhura District,1.0,6.0,7.0,9921.0,10125.0,20046.0,11828.0,9409.0,21237.0,5167.0,5073.0,10240.0,4387.0,4316.0,8703.0,1.0,6.0,7.0,9775.0,10032.0,19807.0,11366.0,8984.0,20350.0,4213.0,4146.0,8359.0,5094.0,4987.0,10081.0,58604.0,1.0,6.0,7.0,9734.0,9996.0,19730.0,11279.0,8936.0,20215.0,4176.0,18798.0,22974.0,5069.0,4960.0,10029.0,186.0,671.0,857.0,31304.0,28929.0,60233.0,4388.0,4322.0,8710.0,3003.0,191718.2976,63.84225696,0.322,30.8039,2022,305.6776569249069,63.84225694305694
Bunyoro,Kiryandongo District,69.0,33.0,102.0,18909.0,14961.0,33870.0,17032.0,7874.0,24906.0,10235.0,8361.0,18596.0,14136.0,13399.0,27535.0,62.0,24.0,86.0,18280.0,14592.0,32872.0,15929.0,7342.0,23271.0,13560.0,12939.0,26499.0,10744.0,8064.0,18808.0,101536.0,64.0,24.0,88.0,17988.0,14411.0,32399.0,15665.0,7327.0,22992.0,13279.0,34920.0,48199.0,9710.0,8021.0,17731.0,2649.0,3604.0,6253.0,60381.0,44628.0,105009.0,14205.0,13432.0,27637.0,3582.0,342572.9449,95.63733806,2.018,32.0837,2022,296.39234945900125,95.63733805136795
Kigezi,Kisoro District,1.0,0.0,1.0,1622.0,1758.0,3380.0,3306.0,3334.0,6640.0,943.0,904.0,1847.0,1149.0,1080.0,2229.0,1.0,0.0,1.0,1566.0,1706.0,3272.0,3148.0,3253.0,6401.0,1093.0,1025.0,2118.0,925.0,843.0,1768.0,13560.0,1.0,0.0,1.0,1632.0,1661.0,3293.0,3038.0,3189.0,6227.0,1050.0,5801.0,6851.0,906.0,820.0,1726.0,6.0,53.0,59.0,7021.0,7076.0,14097.0,1150.0,1080.0,2230.0,690.0,397813.9477,576.5419532,1.1539,29.6499,2022,34.08628600982559,576.5419531884058
Tooro,Kitagwenda District,25.0,19.0,44.0,8784.0,7235.0,16019.0,12738.0,7102.0,19840.0,4102.0,3527.0,7629.0,4338.0,3854.0,8192.0,24.0,18.0,42.0,8733.0,7191.0,15924.0,12621.0,6859.0,19480.0,4263.0,3796.0,8059.0,4055.0,3496.0,7551.0,51056.0,24.0,18.0,42.0,8723.0,7189.0,15912.0,12597.0,6960.0,19557.0,4260.0,16398.0,20658.0,4053.0,3501.0,7554.0,637.0,1094.0,1731.0,29987.0,21737.0,51724.0,4363.0,3873.0,8236.0,677.0,175865.7034,259.7720877,0.0,0.0,2022,290.3124316619883,259.7720877400295
Acholi,Kitgum District,122.0,107.0,229.0,36172.0,21689.0,57861.0,33238.0,11528.0,44766.0,15754.0,12662.0,28416.0,20042.0,19239.0,39281.0,116.0,97.0,213.0,35295.0,21431.0,56726.0,31272.0,11196.0,42468.0,19468.0,18643.0,38111.0,15557.0,12494.0,28051.0,165569.0,115.0,97.0,212.0,34348.0,20880.0,55228.0,30593.0,10928.0,41521.0,19215.0,50721.0,69936.0,15314.0,12312.0,27626.0,1038.0,2048.0,3086.0,105328.0,65225.0,170553.0,20164.0,19346.0,39510.0,4391.0,232068.2161,52.85088046,3.3397,33.1689,2022,713.4497036365162,52.85088046003188
West Nile,Koboko District,147.0,77.0,224.0,24358.0,13193.0,37551.0,27671.0,9987.0,37658.0,13634.0,10315.0,23949.0,17288.0,16074.0,33362.0,129.0,77.0,206.0,23418.0,12669.0,36087.0,25913.0,9707.0,35620.0,16555.0,15247.0,31802.0,13071.0,9838.0,22909.0,126624.0,129.0,78.0,207.0,22397.0,11970.0,34367.0,25151.0,9241.0,34392.0,15928.0,42765.0,58693.0,12479.0,9388.0,21867.0,1094.0,2663.0,3757.0,83098.0,49646.0,132744.0,17435.0,16151.0,33586.0,739.0,257251.0653,348.1069896,3.5237,31.0335,2022,492.2195360098282,348.1069895805142
Lango,Kole District,26.0,14.0,40.0,21223.0,9991.0,31214.0,24421.0,7507.0,31928.0,9437.0,7029.0,16466.0,14151.0,12337.0,26488.0,26.0,14.0,40.0,21223.0,9970.0,31193.0,24221.0,7506.0,31727.0,14151.0,12337.0,26488.0,9437.0,7029.0,16466.0,105914.0,26.0,14.0,40.0,20829.0,9780.0,30609.0,23797.0,7359.0,31156.0,13894.0,35990.0,49884.0,9274.0,6909.0,16183.0,3066.0,6285.0,9351.0,69258.0,36878.0,106136.0,14177.0,12351.0,26528.0,1073.0,282378.5668,263.1673502,2.3031,0.0,2022,375.0780422191732,263.16735023299157
Karamoja,Kotido District,40.0,37.0,77.0,9009.0,6230.0,15239.0,22015.0,12450.0,34465.0,6856.0,5741.0,12597.0,23103.0,21205.0,44308.0,35.0,34.0,69.0,8513.0,5997.0,14510.0,20312.0,11173.0,31485.0,22393.0,20478.0,42871.0,6612.0,5386.0,11998.0,100933.0,35.0,35.0,70.0,8502.0,5969.0,14471.0,20281.0,11493.0,31774.0,21980.0,57722.0,79702.0,6479.0,5339.0,11818.0,192.0,955.0,1147.0,61023.0,45663.0,106686.0,23143.0,21242.0,44385.0,3610.0,211386.63,58.55585318,3.0352,0.0,2022,477.4805293977202,58.555853185595566
Teso,Kumi District,5.0,2.0,7.0,34629.0,21087.0,55716.0,43400.0,20674.0,64074.0,16085.0,13195.0,29280.0,17816.0,16842.0,34658.0,5.0,0.0,5.0,34510.0,21017.0,55527.0,42809.0,20371.0,63180.0,17677.0,16722.0,34399.0,15984.0,13076.0,29060.0,182171.0,5.0,0.0,5.0,34175.0,20781.0,54956.0,42537.0,20223.0,62760.0,19162.0,62038.0,81200.0,15854.0,12975.0,28829.0,1532.0,3146.0,4678.0,111935.0,71800.0,183735.0,17821.0,16844.0,34665.0,1005.0,276740.5225,275.3637039,1.4877,33.9304,2022,658.2736722266613,275.3637039800995
Lango,Kwania District,24.0,15.0,39.0,17970.0,8772.0,26742.0,20622.0,7329.0,27951.0,8662.0,6653.0,15315.0,11870.0,10542.0,22412.0,24.0,14.0,38.0,17863.0,8753.0,26616.0,20441.0,7310.0,27751.0,11838.0,10539.0,22377.0,8653.0,6644.0,15297.0,92079.0,24.0,14.0,38.0,16535.0,8011.0,24546.0,18775.0,6554.0,25329.0,11065.0,29468.0,40533.0,7962.0,6142.0,14104.0,1186.0,2018.0,3204.0,59148.0,33311.0,92459.0,11894.0,10557.0,22451.0,1223.0,209121.3594,170.990482,1.9033,32.7633,2022,440.3137023601426,170.9904819296811
Bugisu,Kween District,0.0,0.0,0.0,2465.0,2605.0,5070.0,4935.0,3677.0,8612.0,1129.0,1084.0,2213.0,1053.0,1022.0,2075.0,0.0,0.0,0.0,2310.0,2466.0,4776.0,4499.0,3415.0,7914.0,954.0,925.0,1879.0,1058.0,1011.0,2069.0,16638.0,0.0,0.0,0.0,2204.0,2384.0,4588.0,4360.0,3364.0,7724.0,918.0,5608.0,6526.0,1004.0,981.0,1985.0,74.0,132.0,206.0,9582.0,8388.0,17970.0,1053.0,1022.0,2075.0,851.0,121208.851,142.4310823,1.4126,34.5528,2022,137.2672033661964,142.43108225616922
North Central,Kyankwanzi District,92.0,16.0,108.0,9003.0,6124.0,15127.0,13040.0,6439.0,19479.0,5403.0,4422.0,9825.0,6746.0,6175.0,12921.0,90.0,15.0,105.0,8596.0,5885.0,14481.0,12165.0,6115.0,18280.0,6461.0,5963.0,12424.0,5149.0,4252.0,9401.0,54691.0,90.0,80.0,170.0,7836.0,5370.0,13206.0,11016.0,5524.0,16540.0,5864.0,17869.0,23733.0,4711.0,3837.0,8548.0,498.0,1757.0,2255.0,34284.0,23176.0,57460.0,6838.0,6191.0,13029.0,2455.0,264325.3978,107.6681865,1.2061,31.8164,2022,206.90785091102586,107.6681864765784
Tooro,Kyegegwa District,271.0,204.0,475.0,20103.0,14559.0,34662.0,34387.0,17466.0,51853.0,11851.0,9817.0,21668.0,13421.0,12436.0,25857.0,258.0,184.0,442.0,19658.0,14217.0,33875.0,32574.0,16345.0,48919.0,13184.0,12049.0,25233.0,11466.0,9729.0,21195.0,129664.0,259.0,184.0,443.0,19273.0,15325.0,34598.0,31720.0,15922.0,47642.0,12805.0,44396.0,57201.0,11301.0,9471.0,20772.0,981.0,2682.0,3663.0,80033.0,54482.0,134515.0,13692.0,12640.0,26332.0,1882.0,446571.8369,237.2857794,0.4818,31.055,2022,290.354181087858,237.2857794367694
Tooro,Kyenjojo District,45.0,29.0,74.0,24289.0,18136.0,42425.0,32139.0,20553.0,52692.0,11951.0,10357.0,22308.0,14294.0,13775.0,28069.0,42.0,30.0,72.0,22654.0,16926.0,39580.0,28720.0,17599.0,46319.0,13238.0,12757.0,25995.0,11268.0,9655.0,20923.0,132889.0,43.0,31.0,74.0,22556.0,16900.0,39456.0,28676.0,17605.0,46281.0,13224.0,45806.0,59030.0,11193.0,9629.0,20822.0,670.0,1558.0,2228.0,82718.0,62850.0,145568.0,14339.0,13804.0,28143.0,2352.0,517109.2556,219.8593774,0.6093,30.6401,2022,256.9843772102075,219.85937738095237
South Central,Kyotera District,12.0,13.0,25.0,23013.0,20961.0,43974.0,24693.0,16515.0,41208.0,13196.0,11816.0,25012.0,10038.0,9569.0,19607.0,12.0,13.0,25.0,23013.0,20961.0,43974.0,24693.0,16515.0,41208.0,10040.0,9569.0,19609.0,13196.0,11814.0,25010.0,129826.0,12.0,13.0,25.0,23013.0,20961.0,43974.0,24693.0,16516.0,41209.0,10040.0,38953.0,48993.0,13196.0,11814.0,25010.0,346.0,1097.0,1443.0,70952.0,58874.0,129826.0,10050.0,9582.0,19632.0,1723.0,268229.6087,155.6759192,0.6359,31.5456,2022,484.0106975110388,155.67591915264074
Acholi,Lamwo District,118.0,112.0,230.0,52193.0,41354.0,93547.0,35126.0,12565.0,47691.0,23612.0,21267.0,44879.0,23887.0,23659.0,47546.0,117.0,108.0,225.0,50317.0,39778.0,90095.0,33966.0,12049.0,46015.0,23136.0,22833.0,45969.0,22847.0,20515.0,43362.0,225666.0,117.0,108.0,225.0,50466.0,39919.0,90385.0,34189.0,12304.0,46493.0,23224.0,60342.0,83566.0,22940.0,20608.0,43548.0,984.0,2237.0,3221.0,134936.0,98957.0,233893.0,24005.0,23771.0,47776.0,5588.0,194365.4908,34.78265762,3.491,32.808,2022,1161.0394369451512,34.78265762347888
Lango,Lango,583.0,552.0,1135.0,239882.0,122152.0,362034.0,285823.0,95366.0,381189.0,114644.0,87347.0,201991.0,150079.0,136089.0,286168.0,578.0,546.0,1124.0,238544.0,121474.0,360018.0,283099.0,94396.0,377495.0,149027.0,135308.0,284335.0,114113.0,86917.0,201030.0,1224002.0,580.0,540.0,1120.0,234463.0,119423.0,353886.0,278162.0,92308.0,370470.0,146745.0,398492.0,545237.0,112274.0,85480.0,197754.0,15777.0,30407.0,46184.0,791011.0,441506.0,1232517.0,150662.0,136641.0,287303.0,12856.0,2440886.937,189.8636385,0.0,0.0,2022,501.45788460991713,189.8636385345364
Lango,Lira City,35.0,34.0,69.0,8678.0,5154.0,13832.0,15592.0,6927.0,22519.0,4571.0,3759.0,8330.0,7376.0,7003.0,14379.0,33.0,34.0,67.0,8526.0,5045.0,13571.0,15249.0,6778.0,22027.0,7067.0,6786.0,13853.0,4462.0,3634.0,8096.0,57614.0,26.0,29.0,55.0,7981.0,4715.0,12696.0,14271.0,6236.0,20507.0,6643.0,20356.0,26999.0,4260.0,3457.0,7717.0,293.0,948.0,1241.0,36252.0,22877.0,59129.0,7411.0,7037.0,14448.0,285.0,237091.5588,831.9002063,2.2596,32.8903,2022,243.00316844515174,831.9002063157894
Lango,Lira District,2.0,5.0,7.0,13095.0,6722.0,19817.0,19598.0,6145.0,25743.0,7066.0,5253.0,12319.0,9752.0,8554.0,18306.0,2.0,5.0,7.0,13010.0,6700.0,19710.0,19387.0,6106.0,25493.0,9709.0,8531.0,18240.0,7042.0,5239.0,12281.0,75731.0,2.0,5.0,7.0,12958.0,6675.0,19633.0,19301.0,6061.0,25362.0,9681.0,26160.0,35841.0,7015.0,5222.0,12237.0,754.0,1111.0,1865.0,49513.0,26679.0,76192.0,9754.0,8559.0,18313.0,1046.0,233244.5794,222.9871696,2.2316,32.9438,2022,324.6849302770978,222.98716959847036
Busoga,Luuka District,29.0,32.0,61.0,24874.0,12844.0,37718.0,39605.0,14877.0,54482.0,16688.0,11974.0,28662.0,25515.0,20970.0,46485.0,28.0,31.0,59.0,24780.0,12773.0,37553.0,39415.0,14739.0,54154.0,25331.0,20780.0,46111.0,16635.0,11922.0,28557.0,166434.0,28.0,31.0,59.0,24427.0,12554.0,36981.0,38909.0,14518.0,53427.0,24751.0,67055.0,91806.0,16401.0,11750.0,28151.0,2150.0,5413.0,7563.0,106711.0,60697.0,167408.0,25544.0,21002.0,46546.0,650.0,285390.7602,439.062708,0.7251,33.3037,2022,583.1793569047719,439.06270800000004
North Central,Luwero District,214.0,142.0,356.0,27548.0,25506.0,53054.0,32972.0,20267.0,53239.0,16291.0,15528.0,31819.0,15974.0,15719.0,31693.0,199.0,136.0,335.0,26589.0,23819.0,50408.0,31108.0,19751.0,50859.0,15069.0,14715.0,29784.0,15772.0,15080.0,30852.0,162238.0,192.0,127.0,319.0,26191.0,23397.0,49588.0,31850.0,19292.0,51142.0,14880.0,51713.0,66593.0,15482.0,15606.0,31088.0,3636.0,2655.0,6291.0,92999.0,77162.0,170161.0,16188.0,15861.0,32049.0,2216.0,580465.3395,261.9428428,0.8271,0.0,2022,279.4964470053427,261.94284273465706
South Central,Lwengo District,50.0,31.0,81.0,15560.0,12995.0,28555.0,16129.0,8680.0,24809.0,8732.0,7573.0,16305.0,7754.0,7272.0,15026.0,32.0,23.0,55.0,14922.0,12530.0,27452.0,14324.0,7648.0,21972.0,7117.0,6630.0,13747.0,8343.0,7247.0,15590.0,78816.0,32.0,23.0,55.0,14715.0,12256.0,26971.0,13889.0,7429.0,21318.0,6941.0,22821.0,29762.0,8119.0,7040.0,15159.0,383.0,1128.0,1511.0,48225.0,36551.0,84776.0,7804.0,7303.0,15107.0,988.0,311636.2703,315.4213262,0.4165,31.3999,2022,252.91022743959468,315.4213262145749
South Central,Lyantonde District,21.0,9.0,30.0,7881.0,6778.0,14659.0,9178.0,5938.0,15116.0,4011.0,3749.0,7760.0,5411.0,2858.0,8269.0,19.0,9.0,28.0,7867.0,6760.0,14627.0,9125.0,5904.0,15029.0,3009.0,2836.0,5845.0,4007.0,3746.0,7753.0,43282.0,18.0,8.0,26.0,7646.0,6602.0,14248.0,8915.0,5776.0,14691.0,2921.0,12749.0,15670.0,3924.0,3666.0,7590.0,170.0,415.0,585.0,26502.0,19332.0,45834.0,5432.0,2867.0,8299.0,887.0,124028.8605,139.829606,0.2241,31.2168,2022,348.96716639592125,139.8296059751973
West Nile,Madi-Okollo District,29.0,22.0,51.0,27089.0,17943.0,45032.0,27088.0,8405.0,35493.0,14879.0,11977.0,26856.0,16984.0,16772.0,33756.0,28.0,22.0,50.0,26921.0,17851.0,44772.0,27749.0,8332.0,36081.0,16892.0,16681.0,33573.0,14697.0,11888.0,26585.0,141061.0,28.0,22.0,50.0,28287.0,17935.0,46222.0,27187.0,8430.0,35617.0,16940.0,43827.0,60767.0,14881.0,11976.0,26857.0,1123.0,2377.0,3500.0,86069.0,55119.0,141188.0,17013.0,16794.0,33807.0,2048.0,169737.4611,82.87961966,2.8218,31.2168,2022,831.0540235834835,82.87961967773437
Bugisu,Manafwa District,2.0,2.0,4.0,7426.0,5731.0,13157.0,12106.0,8002.0,20108.0,5490.0,5066.0,10556.0,9139.0,7911.0,17050.0,18.0,2.0,20.0,7307.0,5595.0,12902.0,11755.0,7659.0,19414.0,8974.0,7773.0,16747.0,5384.0,4895.0,10279.0,59362.0,2.0,2.0,4.0,7097.0,5398.0,12495.0,11428.0,7357.0,18785.0,8678.0,25727.0,34405.0,5142.0,4602.0,9744.0,896.0,1459.0,2355.0,34163.0,26712.0,60875.0,9141.0,7913.0,17054.0,237.0,178761.0267,754.2659352,0.0,0.0,2022,332.07461993168334,754.265935443038
West Nile,Maracha District,2.0,3.0,5.0,31883.0,18068.0,49951.0,32149.0,9970.0,42119.0,18232.0,13341.0,31573.0,15428.0,13973.0,29401.0,2.0,4.0,6.0,31762.0,18022.0,49784.0,31905.0,9924.0,41829.0,15272.0,13933.0,29205.0,18202.0,13299.0,31501.0,152325.0,2.0,3.0,5.0,31149.0,17661.0,48810.0,31789.0,9726.0,41515.0,15056.0,41547.0,56603.0,17842.0,13025.0,30867.0,1816.0,4033.0,5849.0,97694.0,55355.0,153049.0,15430.0,13976.0,29406.0,440.0,224074.9857,509.2613311,3.2873,30.9403,2022,679.794754975187,509.2613311363636
South Central,Masaka City,8.0,3.0,11.0,4573.0,4652.0,9225.0,6993.0,5366.0,12359.0,2809.0,2613.0,5422.0,2669.0,2620.0,5289.0,8.0,3.0,11.0,4523.0,4594.0,9117.0,6567.0,5190.0,11757.0,2584.0,2497.0,5081.0,2767.0,2592.0,5359.0,31325.0,8.0,3.0,11.0,4510.0,4587.0,9097.0,6604.0,5210.0,11814.0,2577.0,10958.0,13535.0,2747.0,2579.0,5326.0,150.0,523.0,673.0,17052.0,15254.0,32306.0,2677.0,2623.0,5300.0,340.0,275406.0131,810.0176857,0.3427,31.7369,2022,113.74116217508252,810.0176855882353
South Central,Masaka District,4.0,5.0,9.0,4425.0,4166.0,8591.0,4590.0,3225.0,7815.0,2250.0,2202.0,4452.0,1755.0,1723.0,3478.0,4.0,5.0,9.0,4432.0,4200.0,8632.0,4611.0,3202.0,7813.0,1764.0,1708.0,3472.0,2296.0,2205.0,4501.0,24427.0,4.0,5.0,9.0,4427.0,4194.0,8621.0,4611.0,3202.0,7813.0,1756.0,7176.0,8932.0,2304.0,2202.0,4506.0,73.0,293.0,366.0,13024.0,11321.0,24345.0,1759.0,1728.0,3487.0,855.0,113632.5676,132.9035878,0.4464,31.9018,2022,214.96478092430257,132.90358783625732
Bunyoro,Masindi District,10.0,12.0,22.0,12737.0,9900.0,22637.0,15627.0,10695.0,26322.0,7706.0,6837.0,14543.0,9695.0,9251.0,18946.0,7.0,11.0,18.0,11768.0,9102.0,20870.0,14052.0,9282.0,23334.0,8861.0,8236.0,17097.0,7209.0,6341.0,13550.0,74869.0,7.0,11.0,18.0,12062.0,9435.0,21497.0,14589.0,9420.0,24009.0,9411.0,29403.0,38814.0,7438.0,6594.0,14032.0,446.0,956.0,1402.0,45775.0,36695.0,82470.0,9705.0,9263.0,18968.0,3891.0,331648.2416,85.23470615,1.6873,31.7138,2022,225.74821937484984,85.23470614237985
Busoga,Mayuge District,40.0,12.0,52.0,26674.0,13696.0,40370.0,48146.0,18442.0,66588.0,17235.0,12945.0,30180.0,24491.0,21347.0,45838.0,40.0,11.0,51.0,26500.0,13615.0,40115.0,47538.0,18298.0,65836.0,24361.0,21202.0,45563.0,17190.0,12957.0,30147.0,181712.0,39.0,11.0,50.0,26165.0,13769.0,39934.0,46965.0,17950.0,64915.0,24188.0,69107.0,93295.0,17209.0,12788.0,29997.0,2508.0,4918.0,7426.0,116586.0,66442.0,183028.0,24531.0,21359.0,45890.0,1075.0,555003.3397,516.2821764,0.3125,33.528,2022,327.40703884452677,516.2821764651163
Bugisu,Mbale City,44.0,29.0,73.0,12691.0,12028.0,24719.0,28047.0,14528.0,42575.0,6915.0,5856.0,12771.0,10262.0,8837.0,19099.0,38.0,71.0,109.0,12101.0,7695.0,19796.0,25740.0,13489.0,39229.0,9884.0,8575.0,18459.0,6494.0,8522.0,15016.0,92609.0,48.0,22.0,70.0,12086.0,7714.0,19800.0,25592.0,13510.0,39102.0,9785.0,34836.0,44621.0,6426.0,5640.0,12066.0,652.0,1446.0,2098.0,57959.0,41278.0,99237.0,10306.0,8866.0,19172.0,156.0,285490.4639,1830.067076,1.0871,34.1781,2022,324.3856160198702,1830.0670762820512
Bugisu,Mbale District,60.0,24.0,84.0,14132.0,9460.0,23592.0,21724.0,10665.0,32389.0,8240.0,6543.0,14783.0,12161.0,10291.0,22452.0,48.0,17.0,65.0,13857.0,9273.0,23130.0,21383.0,10472.0,31855.0,11911.0,10070.0,21981.0,8065.0,6452.0,14517.0,91548.0,49.0,17.0,66.0,13654.0,9177.0,22831.0,21104.0,10377.0,31481.0,11804.0,35494.0,47298.0,7949.0,9139.0,17088.0,821.0,1592.0,2413.0,56317.0,36983.0,93300.0,12221.0,10315.0,22536.0,360.0,275263.949,764.6220806,1.0344,34.1977,2022,332.5826005642315,764.6220805555556
Ankole,Mbarara City,9.0,5.0,14.0,1426.0,1239.0,2665.0,3467.0,3011.0,6478.0,830.0,755.0,1585.0,934.0,1013.0,1947.0,1.0,2.0,3.0,1191.0,1046.0,2237.0,2874.0,2557.0,5431.0,812.0,861.0,1673.0,692.0,620.0,1312.0,10656.0,1.0,2.0,3.0,1103.0,972.0,2075.0,2613.0,2400.0,5013.0,765.0,4249.0,5014.0,642.0,584.0,1226.0,35.0,150.0,185.0,6666.0,6023.0,12689.0,943.0,1018.0,1961.0,471.0,249828.1824,530.4207695,0.6121,0.0,2022,42.65331436042182,530.4207694267516
Ankole,Mbarara District,17.0,9.0,26.0,3016.0,3020.0,6036.0,4327.0,2744.0,7071.0,1496.0,1372.0,2868.0,1474.0,1366.0,2840.0,13.0,2.0,15.0,2852.0,2874.0,5726.0,3863.0,2519.0,6382.0,1371.0,1263.0,2634.0,1431.0,1306.0,2737.0,17494.0,3.0,2.0,5.0,2708.0,2693.0,5401.0,3680.0,2416.0,6096.0,1288.0,5424.0,6712.0,1362.0,1241.0,2603.0,32.0,145.0,177.0,10330.0,8511.0,18841.0,1491.0,1375.0,2866.0,773.0,167993.0842,217.3261115,0.6121,30.6373,2022,104.13523915766051,217.32611151358347
